Código do Município;Município;Estado;Ano de Referência;Tipo de serviço;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;POP_URB - População urbana do município do ano de referência (Fonte: IBGE):;AG001 - População total atendida com abastecimento de água;AG026 - População urbana atendida com abastecimento de água;ES001 - População total atendida com esgotamento sanitário
291540;Itaju do Colônia;BA;2015;Água e Esgoto;7.353;5.895;5.959;5.895;3.681
291550;Itajuípe;BA;2015;Água e Esgoto;21.754;17.377;21.754;17.377;20.000
291560;Itamaraju;BA;2015;Água e Esgoto;67.249;53.085;55.469;53.085;40.219
291570;Itamari;BA;2015;Água         ;8.514;6.290;5.403;5.403;
291580;Itambé;BA;2015;Água e Esgoto;23.327;19.901;19.381;19.381;675
291590;Itanagra;BA;2015;Água         ;8.034;2.461;3.494;2.136;
291600;Itanhém;BA;2015;Água         ;20.611;14.484;15.159;14.484;
291610;Itaparica;BA;2015;Água e Esgoto;22.615;22.615;18.326;18.326;9.063
291620;Itapé;BA;2015;Água         ;10.228;6.679;8.760;6.679;
291630;Itapebi;BA;2015;Água         ;10.882;8.573;8.038;8.038;
291640;Itapetinga;BA;2015;Água e Esgoto;76.184;73.956;76.184;73.956;71.921
291650;Itapicuru;BA;2015;Água         ;35.987;7.446;18.577;7.446;
291660;Itapitanga;BA;2015;Água         ;10.800;8.032;8.378;7.554;
291670;Itaquara;BA;2015;Água         ;8.519;5.113;5.229;5.113;
291670;Itaquara;BA;2015;Esgoto       ;8.519;5.113;;;5.113
291680;Itarantim;BA;2015;Água         ;20.091;16.583;16.014;16.014;
291685;Itatim;BA;2015;Água         ;14.763;10.280;14.657;10.280;
291690;Itiruçu;BA;2015;Água         ;13.307;9.987;9.899;8.455;
291690;Itiruçu;BA;2015;Esgoto       ;13.307;9.987;;;9.987
291700;Itiúba;BA;2015;Água e Esgoto;38.492;10.338;16.097;10.338;529
291710;Itororó;BA;2015;Água e Esgoto;21.178;19.249;18.460;18.460;18.460
291720;Ituaçu;BA;2015;Esgoto       ;19.406;7.032;;;3.500
291720;Ituaçu;BA;2015;Água         ;19.406;7.032;8.253;7.032;
291730;Ituberá;BA;2015;Água         ;29.108;21.074;17.482;17.482;
291733;Iuiú;BA;2015;Água         ;11.331;5.493;6.477;5.493;
291735;Jaborandi;BA;2015;Água e Esgoto;9.225;3.125;3.380;2.980;3.186
291740;Jacaraci;BA;2015;Água         ;15.409;5.557;4.227;4.227;
291750;Jacobina;BA;2015;Água e Esgoto;84.811;59.791;68.244;59.791;4.189
291760;Jaguaquara;BA;2015;Água e Esgoto;55.449;42.230;46.893;42.230;17.691
291770;Jaguarari;BA;2015;Água e Esgoto;33.186;18.168;21.244;18.168;9.329
291780;Jaguaripe;BA;2015;Água         ;18.647;5.999;9.665;2.115;
291790;Jandaíra;BA;2015;Água         ;11.063;6.583;5.446;5.446;
291800;Jequié;BA;2015;Água e Esgoto;161.528;148.268;161.528;148.268;141.626
291810;Jeremoabo;BA;2015;Água         ;41.100;19.020;22.608;19.020;
291820;Jiquiriçá;BA;2015;Água e Esgoto;15.033;5.943;7.220;5.943;4.188
291830;Jitaúna;BA;2015;Água         ;13.300;8.725;9.939;8.725;
291835;João Dourado;BA;2015;Água         ;25.141;15.129;22.003;15.129;
291840;Juazeiro;BA;2015;Água e Esgoto;218.324;177.309;211.971;177.309;134.572
291845;Jucuruçu;BA;2015;Água         ;10.148;2.260;3.125;2.260;
291850;Jussara;BA;2015;Água         ;15.841;10.579;15.630;10.579;
291860;Jussiape;BA;2015;Água         ;7.229;2.762;3.758;2.762;
291870;Lafaiete Coutinho;BA;2015;Água         ;4.020;2.168;2.512;2.168;
291875;Lagoa Real;BA;2015;Água         ;15.801;3.184;4.416;3.184;
291880;Laje;BA;2015;Água e Esgoto;23.904;6.546;5.226;5.226;2.939
291890;Lajedão;BA;2015;Água         ;4.022;2.237;4.022;2.237;
291900;Lajedinho;BA;2015;Esgoto       ;3.974;1.257;;;960
291900;Lajedinho;BA;2015;Água         ;3.974;1.257;2.595;1.257;
291905;Lajedo do Tabocal;BA;2015;Água         ;8.836;5.478;4.499;4.499;
291910;Lamarão;BA;2015;Água         ;9.442;2.059;6.109;2.059;
291915;Lapão;BA;2015;Água         ;27.521;10.785;26.684;10.785;
291920;Lauro de Freitas;BA;2015;Água e Esgoto;191.436;191.436;191.436;191.436;81.672
291930;Lençóis;BA;2015;Água e Esgoto;11.445;8.872;8.683;8.683;5.072
291940;Licínio de Almeida;BA;2015;Água         ;12.966;6.586;5.705;5.705;
291950;Livramento de Nossa Senhora;BA;2015;Água         ;46.035;22.137;28.768;22.137;
291955;Luís Eduardo Magalhães;BA;2015;Água e Esgoto;79.162;72.282;79.162;72.282;8.242
291960;Macajuba;BA;2015;Água         ;11.837;7.243;9.759;7.243;
291960;Macajuba;BA;2015;Esgoto       ;11.837;7.243;;;7.242
291970;Macarani;BA;2015;Água         ;18.786;14.990;14.847;14.847;
291980;Macaúbas;BA;2015;Água         ;50.262;16.463;43.527;16.449;
291980;Macaúbas;BA;2015;Água         ;50.262;16.463;2.441;0;
291990;Macururé;BA;2015;Água         ;8.365;2.963;4.000;2.000;
291992;Madre de Deus;BA;2015;Água e Esgoto;20.348;19.737;20.348;19.737;15.895
291995;Maetinga;BA;2015;Água         ;5.174;2.071;4.364;2.071;
292000;Maiquinique;BA;2015;Água         ;10.082;7.940;7.387;7.387;
292010;Mairi;BA;2015;Água         ;20.097;11.558;12.158;11.558;
292020;Malhada;BA;2015;Água         ;17.455;7.149;9.673;7.006;
292030;Malhada de Pedras;BA;2015;Água         ;8.896;3.397;3.794;3.397;
292040;Manoel Vitorino;BA;2015;Água         ;14.488;7.411;6.880;6.880;
292045;Mansidão;BA;2015;Água         ;13.761;5.226;6.617;5.226;
292050;Maracás;BA;2015;Água         ;23.751;17.087;15.050;13.455;
292060;Maragogipe;BA;2015;Água e Esgoto;46.106;27.022;29.745;27.022;13.940
292070;Maraú;BA;2015;Água         ;21.175;3.948;3.680;3.680;
292080;Marcionílio Souza;BA;2015;Água         ;10.951;5.540;7.619;5.540;
292090;Mascote;BA;2015;Água         ;14.877;11.868;11.799;11.799;
292100;Mata de São João;BA;2015;Água e Esgoto;45.813;34.004;44.943;34.004;15.911
292105;Matina;BA;2015;Água         ;12.314;3.837;4.930;3.837;
292110;Medeiros Neto;BA;2015;Água         ;23.478;18.582;18.766;18.582;
292120;Miguel Calmon;BA;2015;Água e Esgoto;27.536;16.710;20.084;16.710;4.682
292130;Milagres;BA;2015;Água         ;11.659;8.812;10.169;8.812;
292140;Mirangaba;BA;2015;Água         ;18.039;8.731;3.279;3.279;
292145;Mirante;BA;2015;Água         ;9.902;1.705;2.739;1.705;
292150;Monte Santo;BA;2015;Água         ;54.733;9.250;18.979;9.250;
292160;Morpará;BA;2015;Água         ;8.967;5.997;6.239;5.997;
292170;Morro do Chapéu;BA;2015;Água e Esgoto;36.717;21.162;23.383;21.162;14.088
292180;Mortugaba;BA;2015;Água         ;12.477;5.887;7.169;5.887;
292190;Mucugê;BA;2015;Água e Esgoto;10.244;4.061;10.244;4.061;6.231
292200;Mucuri;BA;2015;Água e Esgoto;41.068;31.340;21.337;21.337;10.600
292205;Mulungu do Morro;BA;2015;Água         ;12.200;5.895;7.095;5.895;
292210;Mundo Novo;BA;2015;Água         ;27.165;15.104;17.951;15.083;
292220;Muniz Ferreira;BA;2015;Água         ;7.893;3.661;3.773;3.661;
292225;Muquém de São Francisco;BA;2015;Água e Esgoto;11.495;1.436;2.648;1.436;1.342
292230;Muritiba;BA;2015;Água e Esgoto;30.743;19.191;24.552;19.191;8.912
292240;Mutuípe;BA;2015;Água e Esgoto;22.833;10.282;11.621;10.282;9.229
292250;Nazaré;BA;2015;Esgoto       ;29.406;24.651;;;24.651
292250;Nazaré;BA;2015;Água         ;29.406;24.651;24.777;24.651;
292260;Nilo Peçanha;BA;2015;Água         ;14.188;3.516;3.574;3.516;
292265;Nordestina;BA;2015;Água         ;13.321;4.222;9.378;4.222;
292270;Nova Canaã;BA;2015;Água         ;17.082;7.003;7.451;7.003;
292273;Nova Fátima;BA;2015;Água         ;8.125;5.423;8.125;5.423;
292275;Nova Ibiá;BA;2015;Água         ;7.036;2.971;2.933;2.933;
292280;Nova Itarana;BA;2015;Água         ;8.312;3.035;4.449;3.035;
292285;Nova Redenção;BA;2015;Água         ;9.470;6.173;6.497;6.173;
292290;Nova Soure;BA;2015;Água         ;25.854;12.565;13.981;12.565;
292300;Nova Viçosa;BA;2015;Água e Esgoto;43.216;37.578;29.482;29.482;1.833
292303;Novo Horizonte;BA;2015;Água         ;12.238;4.019;221;221;
292305;Novo Triunfo;BA;2015;Água         ;15.993;7.973;7.487;7.487;
292310;Olindina;BA;2015;Esgoto       ;26.817;13.733;;;10.000
292310;Olindina;BA;2015;Água         ;26.817;13.733;14.838;13.733;
292320;Oliveira dos Brejinhos;BA;2015;Água         ;22.774;6.868;6.858;6.858;
292330;Ouriçangas;BA;2015;Esgoto       ;8.839;2.942;;;1.000
292330;Ouriçangas;BA;2015;Água         ;8.839;2.942;6.214;2.942;
292335;Ourolândia;BA;2015;Água         ;17.775;6.862;7.760;6.862;
292340;Palmas de Monte Alto;BA;2015;Água         ;22.416;10.609;10.935;10.609;
292350;Palmeiras;BA;2015;Água e Esgoto;9.130;5.688;5.213;5.213;3.216
292360;Paramirim;BA;2015;Água         ;22.077;10.543;22.077;10.543;
292380;Paripiranga;BA;2015;Água         ;29.878;10.254;20.061;10.254;
292390;Pau Brasil;BA;2015;Água         ;10.905;7.418;8.321;7.418;
292400;Paulo Afonso;BA;2015;Água e Esgoto;119.214;102.726;104.423;101.289;33.848
292405;Pé de Serra;BA;2015;Água         ;14.471;5.445;8.829;5.445;
292410;Pedrão;BA;2015;Água         ;7.568;1.889;2.694;1.722;
292420;Pedro Alexandre;BA;2015;Água         ;18.135;2.973;5.697;2.973;
292450;Pindaí;BA;2015;Água         ;16.805;4.644;4.410;4.410;
292465;Pintadas;BA;2015;Esgoto       ;10.742;6.066;;;5.250
292465;Pintadas;BA;2015;Água         ;10.742;6.066;6.832;6.066;
292467;Piraí do Norte;BA;2015;Água         ;10.360;3.900;3.763;3.763;
292470;Piripá;BA;2015;Água         ;12.238;5.931;6.262;5.931;
292480;Piritiba;BA;2015;Água         ;25.027;16.941;18.142;16.480;
292490;Planaltino;BA;2015;Água         ;9.473;3.909;4.244;3.909;
292500;Planalto;BA;2015;Água         ;26.632;16.175;18.837;16.175;
292510;Poções;BA;2015;Água         ;48.729;37.782;41.921;37.782;
292520;Pojuca;BA;2015;Água         ;37.543;32.220;29.941;29.941;
292520;Pojuca;BA;2015;Esgoto       ;37.543;32.220;;;28.456
292525;Ponto Novo;BA;2015;Água         ;16.168;8.632;16.044;8.632;
292530;Porto Seguro;BA;2015;Água e Esgoto;145.431;119.249;112.615;107.895;94.881
292540;Potiraguá;BA;2015;Água         ;8.969;6.038;7.723;5.425;
292550;Prado;BA;2015;Água         ;29.218;16.365;19.012;16.365;
292560;Presidente Dutra;BA;2015;Água         ;14.712;9.690;14.712;9.690;
292570;Presidente Jânio Quadros;BA;2015;Esgoto       ;13.178;4.052;;;9.000
292570;Presidente Jânio Quadros;BA;2015;Água         ;13.178;4.052;5.819;4.052;
292575;Presidente Tancredo Neves;BA;2015;Água         ;27.505;11.037;14.901;11.037;
292580;Queimadas;BA;2015;Água         ;26.083;13.244;15.568;13.244;
292590;Quijingue;BA;2015;Água         ;28.655;6.711;18.894;6.711;
292593;Quixabeira;BA;2015;Água         ;10.033;3.847;8.461;3.847;
292595;Rafael Jambeiro;BA;2015;Água         ;24.349;7.292;11.277;7.292;
292600;Remanso;BA;2015;Água e Esgoto;42.275;25.469;18.752;18.752;12.225
292610;Retirolândia;BA;2015;Água         ;13.319;7.427;10.117;7.427;
292620;Riachão das Neves;BA;2015;Água         ;23.264;11.394;8.116;8.116;
292630;Riachão do Jacuípe;BA;2015;Água e Esgoto;35.403;21.196;29.278;21.196;613
292650;Ribeira do Amparo;BA;2015;Água         ;15.269;2.055;1.741;1.741;
292660;Ribeira do Pombal;BA;2015;Esgoto       ;51.418;32.198;;;9.455
292660;Ribeira do Pombal;BA;2015;Água         ;51.418;32.198;38.973;32.198;
292665;Ribeirão do Largo;BA;2015;Água         ;8.260;4.462;407;0;
292670;Rio de Contas;BA;2015;Água e Esgoto;13.616;6.604;7.062;6.604;3.320
292680;Rio do Antônio;BA;2015;Água         ;15.628;6.322;11.876;6.322;
292690;Rio do Pires;BA;2015;Água         ;12.084;5.340;6.385;5.340;
292700;Rio Real;BA;2015;Água         ;40.809;25.596;30.534;25.596;
292710;Rodelas;BA;2015;Água e Esgoto;8.887;7.475;7.912;6.655;7.912
292720;Ruy Barbosa;BA;2015;Água e Esgoto;31.867;23.557;24.937;23.557;1.665
292730;Salinas da Margarida;BA;2015;Água         ;15.385;6.814;15.385;4.840;
292740;Salvador;BA;2015;Água e Esgoto;2.921.087;2.920.287;2.692.907;2.692.907;2.330.429
292750;Santa Bárbara;BA;2015;Esgoto       ;20.754;9.437;;;7.000
292750;Santa Bárbara;BA;2015;Água         ;20.754;9.437;13.243;9.437;
292760;Santa Brígida;BA;2015;Água e Esgoto;15.100;5.626;9.690;5.626;4.318
292770;Santa Cruz Cabrália;BA;2015;Água e Esgoto;28.226;20.422;17.877;16.721;11.249
292780;Santa Cruz da Vitória;BA;2015;Água         ;6.750;5.135;5.845;5.135;
292790;Santa Inês;BA;2015;Água e Esgoto;11.177;10.261;9.225;9.225;6.050
292800;Santaluz;BA;2015;Água         ;36.915;22.686;29.744;22.686;
292805;Santa Luzia;BA;2015;Água         ;13.626;8.243;7.739;7.739;
292810;Santa Maria da Vitória;BA;2015;Água e Esgoto;41.795;24.694;29.749;23.842;6.604
292820;Santana;BA;2015;Água         ;27.260;14.850;19.658;14.850;
292830;Santanópolis;BA;2015;Água         ;9.442;1.812;4.791;1.812;
292840;Santa Rita de Cássia;BA;2015;Água e Esgoto;28.822;16.368;16.265;15.145;3.360
292850;Santa Teresinha;BA;2015;Água         ;10.586;2.561;7.706;2.561;
292850;Santa Teresinha;BA;2015;Esgoto       ;10.586;2.561;;;2.200
292860;Santo Amaro;BA;2015;Água e Esgoto;61.702;47.788;52.793;47.697;24.405
292870;Santo Antônio de Jesus;BA;2015;Água e Esgoto;101.548;88.505;98.695;88.505;17.411
292880;Santo Estêvão;BA;2015;Água e Esgoto;53.193;30.763;41.856;30.763;440
292890;São Desidério;BA;2015;Água         ;32.640;10.188;10.899;9.678;
292895;São Domingos;BA;2015;Água         ;9.877;6.333;8.977;6.333;
292910;São Felipe;BA;2015;Água         ;21.582;10.438;10.156;10.156;
292900;São Félix;BA;2015;Água e Esgoto;15.091;9.918;9.489;9.489;8.659
292905;São Félix do Coribe;BA;2015;Água         ;15.647;12.696;12.696;10.663;
292920;São Francisco do Conde;BA;2015;Água e Esgoto;39.329;32.464;39.329;32.464;14.044
292925;São Gabriel;BA;2015;Água         ;19.542;11.129;18.441;11.129;
292930;São Gonçalo dos Campos;BA;2015;Água e Esgoto;37.554;18.623;27.956;18.623;2.852
292935;São José da Vitória;BA;2015;Água         ;6.118;5.526;5.457;5.457;
292937;São José do Jacuípe;BA;2015;Água         ;11.061;7.596;8.771;7.596;
292940;São Miguel das Matas;BA;2015;Água         ;12.009;3.875;4.180;3.875;
292940;São Miguel das Matas;BA;2015;Esgoto       ;12.009;3.875;;;3.875
292950;São Sebastião do Passé;BA;2015;Água e Esgoto;45.482;35.727;31.196;30.387;1.508
292960;Sapeaçu;BA;2015;Água         ;17.664;8.610;10.998;8.610;
292970;Sátiro Dias;BA;2015;Água         ;20.320;4.642;8.199;4.642;
292975;Saubara;BA;2015;Água         ;12.238;11.962;12.238;11.962;
292980;Saúde;BA;2015;Água         ;12.739;7.148;8.523;7.148;
292990;Seabra;BA;2015;Água         ;45.202;21.928;25.221;21.928;
293000;Sebastião Laranjeiras;BA;2015;Água         ;11.528;4.540;10.740;4.540;
293010;Senhor do Bonfim;BA;2015;Água e Esgoto;81.330;62.912;79.416;62.912;3.627
293010;Senhor do Bonfim;BA;2015;Esgoto       ;81.330;62.912;;;40.800
293030;Serra Dourada;BA;2015;Água         ;18.389;6.094;11.274;6.094;
293040;Serra Preta;BA;2015;Água         ;15.351;6.898;9.005;6.898;
293050;Serrinha;BA;2015;Água e Esgoto;83.275;51.192;76.904;51.192;7.502
293060;Serrolândia;BA;2015;Água         ;13.373;7.886;13.373;7.886;
293070;Simões Filho;BA;2015;Água e Esgoto;133.202;119.395;101.761;101.761;40.395
293076;Sítio do Quinto;BA;2015;Água         ;11.767;4.833;8.079;4.833;
293077;Sobradinho;BA;2015;Água e Esgoto;23.583;21.441;23.583;21.412;17.250
293080;Souto Soares;BA;2015;Água         ;17.332;6.583;7.749;6.583;
293090;Tabocas do Brejo Velho;BA;2015;Água         ;13.025;4.480;5.577;4.480;
293090;Tabocas do Brejo Velho;BA;2015;Água         ;13.025;4.480;6.186;0;
293100;Tanhaçu;BA;2015;Água         ;21.282;8.816;11.642;8.816;
293105;Tanque Novo;BA;2015;Água         ;17.702;8.031;11.281;8.031;
293110;Tanquinho;BA;2015;Água         ;8.553;6.100;7.220;6.100;
293120;Taperoá;BA;2015;Água e Esgoto;21.091;9.815;10.496;8.810;7.049
293130;Tapiramutá;BA;2015;Água         ;17.398;13.467;13.365;13.365;
293130;Tapiramutá;BA;2015;Esgoto       ;17.398;13.467;;;7.000
293135;Teixeira de Freitas;BA;2015;Água e Esgoto;157.804;147.449;121.821;117.403;32.779
293140;Teodoro Sampaio;BA;2015;Água         ;8.013;6.436;6.915;6.436;
293150;Teofilândia;BA;2015;Esgoto       ;23.011;7.168;;;2.400
293150;Teofilândia;BA;2015;Água         ;23.011;7.168;19.836;7.168;
293160;Teolândia;BA;2015;Água         ;15.178;5.185;6.741;5.185;
293170;Terra Nova;BA;2015;Água         ;13.547;12.156;8.814;8.814;
293180;Tremedal;BA;2015;Água         ;18.187;4.207;4.894;4.207;
293190;Tucano;BA;2015;Água e Esgoto;55.777;23.365;28.873;23.365;11.234
293200;Uauá;BA;2015;Água         ;25.087;11.112;15.999;11.112;
293210;Ubaíra;BA;2015;Água e Esgoto;20.782;9.283;9.971;9.283;5.359
293220;Ubaitaba;BA;2015;Água         ;20.813;17.702;17.803;17.467;
293230;Ubatã;BA;2015;Água         ;27.051;19.421;21.064;19.421;
293240;Uibaí;BA;2015;Água         ;14.483;8.834;14.483;8.834;
293245;Umburanas;BA;2015;Água         ;19.055;8.418;9.656;8.418;
293250;Una;BA;2015;Água e Esgoto;22.105;13.780;13.720;13.389;1.669
293270;Uruçuca;BA;2015;Água e Esgoto;21.849;17.379;17.414;16.281;2.631
293280;Utinga;BA;2015;Água         ;19.593;13.811;14.085;13.811;
293290;Valença;BA;2015;Água e Esgoto;97.305;70.634;83.682;69.928;71.032
293300;Valente;BA;2015;Água         ;27.906;15.324;23.287;15.324;
293305;Várzea da Roça;BA;2015;Água         ;14.729;6.924;12.471;6.924;
293310;Várzea do Poço;BA;2015;Água         ;9.416;6.294;7.435;6.167;
293315;Várzea Nova;BA;2015;Água e Esgoto;13.470;8.813;11.878;8.813;8.760
293317;Varzedo;BA;2015;Água         ;9.363;3.458;3.799;3.458;
293320;Vera Cruz;BA;2015;Água e Esgoto;42.650;40.013;42.650;40.013;5.335
293325;Vereda;BA;2015;Água         ;6.696;1.358;3.357;1.358;
293330;Vitória da Conquista;BA;2015;Água e Esgoto;343.230;307.296;343.230;307.296;277.103
293340;Wagner;BA;2015;Água         ;9.731;7.022;7.266;7.022;
293345;Wanderley;BA;2015;Água         ;13.008;6.124;8.338;6.124;
293350;Wenceslau Guimarães;BA;2015;Água         ;22.530;7.626;9.076;7.187;
293360;Xique-Xique;BA;2015;Água e Esgoto;48.316;34.528;45.562;32.016;6.248
230010;Abaiara;CE;2015;Água         ;11.357;4.925;3.829;3.829;
230015;Acarapé;CE;2015;Água e Esgoto;16.288;8.476;6.154;6.154;1.728
230020;Acaraú;CE;2015;Água e Esgoto;61.210;30.038;20.061;20.061;2.523
230030;Acopiara;CE;2015;Água e Esgoto;53.135;26.202;18.845;18.845;3.903
230050;Alcântaras;CE;2015;Água e Esgoto;11.321;3.624;2.638;2.638;1.452
230060;Altaneira;CE;2015;Água e Esgoto;7.344;5.310;4.329;4.329;537
230070;Alto Santo;CE;2015;Água         ;16.876;8.295;5.764;5.764;
230075;Amontada;CE;2015;Água e Esgoto;42.098;17.112;17.112;17.112;1.050
230080;Antonina do Norte;CE;2015;Água         ;7.227;5.173;4.532;4.532;
230090;Apuiarés;CE;2015;Água         ;14.565;6.037;4.654;4.654;
230100;Aquiraz;CE;2015;Água e Esgoto;77.717;71.783;26.004;26.004;13.120
230110;Aracati;CE;2015;Água e Esgoto;72.727;46.307;36.102;36.102;9.694
230120;Aracoiaba;CE;2015;Água         ;26.134;14.139;10.063;10.063;
230125;Ararendá;CE;2015;Água         ;10.775;5.039;3.439;3.439;
230130;Araripe;CE;2015;Água         ;21.289;13.105;8.760;8.760;
230140;Aratuba;CE;2015;Água e Esgoto;11.358;3.713;3.248;3.248;1.001
230150;Arneiroz;CE;2015;Água         ;7.771;3.940;3.154;3.154;
230160;Assaré;CE;2015;Água         ;23.126;12.315;10.143;10.143;
230170;Aurora;CE;2015;Água e Esgoto;24.602;11.842;10.359;10.359;1.548
230180;Baixio;CE;2015;Água         ;6.198;3.398;3.307;3.307;
230185;Banabuiú;CE;2015;Água         ;17.906;9.052;9.052;9.052;
230190;Barbalha;CE;2015;Água e Esgoto;58.855;40.449;34.498;34.498;3.991
230195;Barreira;CE;2015;Água e Esgoto;20.687;8.590;7.404;7.404;1.068
230200;Barro;CE;2015;Água e Esgoto;22.279;13.628;11.332;11.332;1.273
230205;Barroquinha;CE;2015;Água e Esgoto;14.828;10.008;7.508;7.508;1.104
230210;Baturité;CE;2015;Água e Esgoto;34.949;25.631;21.592;21.592;684
230220;Beberibe;CE;2015;Água e Esgoto;52.310;22.925;8.570;8.570;3.280
230230;Bela Cruz;CE;2015;Água e Esgoto;32.103;13.513;8.951;8.951;4.651
230240;Boa Viagem;CE;2015;Água         ;53.838;27.283;38.987;27.226;
230240;Boa Viagem;CE;2015;Esgoto       ;53.838;27.283;;;18.225
230260;Camocim;CE;2015;Água e Esgoto;62.473;46.375;62.473;46.375;17.808
230270;Campos Sales;CE;2015;Água e Esgoto;27.123;19.525;12.668;12.668;2.578
230280;Canindé;CE;2015;Água e Esgoto;76.998;48.464;52.425;45.044;10.337
230290;Capistrano;CE;2015;Água         ;17.573;6.398;4.855;4.855;
